,,ChannelInfo,Category,Subscribers ,Avg.Views ,NoxScore
448, 448   ↑   2  ,   Alan Becker ,  Film & Animation  , 12.8M ↑  0.8% ,  31.44M   ↑   1.6% ,4.68
449, 449     ↓    2  ,   BIGBANG ,  Music  , 12.8M   -   ,  1.06M   ↑   0.5% ,0.93
450, 450     ↓    4  ,   Hear This Music ,  Music  , 12.8M   -   ,  206.42M   ↑   0.4% ,0.8
451, 451     ↓    2  ,   Hear This Music ,  Music  , 12.8M   -   ,  206.42M   ↑   0.4% ,0.8
452, 452     ↓    4  ,   BIGBANG ,  Music  , 12.8M   -   ,  1.06M   ↑   0.5% ,0.93
453, 453   ↑   1  ,   H2ODelirious ,  Gaming  , 12.7M   -   ,  1.61M   ↑   25.9% ,3.13
454, 454     ↓    3  ,   REPLAY ,  Entertainment  , 12.7M   -   ,  215.49K    ↓     4.6% ,2.73
455, 455     ↓    3  ,   MAIKI021 ,  Entertainment  , 12.7M   -   ,  257.84K   ↑   16.3% ,3.07
456, 456   ↑   6  ,   #Refugio Mental ,  Entertainment  , 12.6M   -   ,  990.26K    ↓     14.9% ,3.43
457, 457     -   ,   Henrique e Juliano ,  Music  , 12.6M   -   ,  45.46M   ↑   2.3% ,1.03
458, 458   ↑   5  ,   Matt Stonie ,  Entertainment  , 12.6M ↑  0.8% ,  11.78M   ↑   0.4% ,4.83
459, 459     ↓    1  ,   The LaBrant Fam ,  People & Blogs  , 12.6M   -   ,  4.07M    ↓     0.2% ,4.6
460, 460     ↓    4  ,   POPS Kids ,  Film & Animation  , 12.6M   -   ,  15.34K    ↓     12.1% ,3.05
461, 461     -   ,   Invento na Hora ,  Entertainment  , 12.6M   -   ,  1.68M   ↑   1.7% ,4.1
462, 462     ↓    3  ,   iTownGamePlay *Terror&Diversión* ,  Gaming  , 12.6M   -   ,  117.54K   ↑   16.1% ,3.04
463, 463   ↑   6  ,   李子柒 Liziqi ,  Howto & Style  , 12.6M ↑  0.8% ,  16.82M   ↑   3.7% ,4.82
464, 464     ↓    4  ,   Lindsey Stirling ,  Music  , 12.6M   -   ,  1.66M   ↑   2.8% ,2.35
465, 465     ↓    1  ,   The King of Random ,  Education  , 12.5M   -   ,  477.7K    ↓     8.3% ,3.02
466, 466   ↑   2  ,   MrSuicideSheep ,  Entertainment  , 12.5M   -   ,  172.92K   ↑   5% ,2.82
467, 467   ↑   12  ,   Travis Scott ,  Music  , 12.5M ↑  1.6% ,  12.29M    ↓     7.5% ,1.23
468, 468   ↑   10  ,   Diana Roma Show ,  Entertainment  , 12.5M ↑  1.6% ,  3.53M    ↓     50.4% ,4.88
469, 469     ↓    4  ,   Rosanna Pansino ,  Howto & Style  , 12.5M   -   ,  1.2M    ↓     4.7% ,2.94
470, 470   ↑   7  ,   Like Nastya AE ,  Entertainment  , 12.5M ↑  0.8% ,  4.75M    ↓     1% ,4.88
471, 471     ↓    4  ,   Parafernalha ,  Entertainment  , 12.5M   -   ,  341.78K   ↑   1.9% ,2.84
472, 472     ↓    6  ,   Apple ,  Science & Technology  , 12.5M   -   ,  9.45M   ↑   0.6% ,4.73
473, 473     ↓    2  ,   Everson Zoio ,  Comedy  , 12.4M   -   ,  722.33K    ↓     13.3% ,3.18
474, 474   ↑   11  ,   Emiway Bantai ,  Music  , 12.4M ↑  0.8% ,  14.85M   ↑   0.9% ,4.94
475, 475     ↓    1  ,   F2Freestylers - Ultimate Soccer Skills Channel ,  Sports  , 12.4M   -   ,  2.64M   ↑   1.1% ,3.28
476, 476     ↓    6  ,   Farruko ,  Music  , 12.4M   -   ,  3.75M   ↑   1.6% ,0.98
477, 477     ↓    4  ,   PlayHard ,  Gaming  , 12.4M   -   ,  669.55K   ↑   8.8% ,3.23
478, 478     ↓    2  ,   TED-Ed ,  Education  , 12.4M   -   ,  411.1K    ↓     3.3% ,3.01
479, 479   ↑   2  ,   GMA Public Affairs ,  News & Politics  , 12.4M ↑  0.8% ,  6.83K   ↑   15.4% ,2.88
480, 480     ↓    8  ,   Camila Loures ,  Entertainment  , 12.4M   -   ,  555.45K   ↑   6.9% ,3.59
481, 481     ↓    1  ,   wifistudy ,  Education  , 12.4M ↑  0.8% ,  13.52K    ↓     22.7% ,2.09
482, 482     ↓    7  ,   Ultra Movie Parlour ,  Film & Animation  , 12.4M   -   ,  608.81K   ↑   17.5% ,2.89
483, 483     -   ,   Pen Movies ,  Film & Animation  , 12.3M   -   ,  100.55K   ↑   51.3% ,3.04
484, 484     ↓    2  ,   Chad Wild Clay ,  Entertainment  , 12.3M   -   ,  6.42M    ↓     2.9% ,4.78
485, 485   ↑   2  ,   Goldmines Hindi ,  Film & Animation  , 12.3M ↑  0.8% ,  299.36K    ↓     14.7% ,3.15
486, 486     ↓    2  ,   Volga Video ,  Entertainment  , 12.3M   -   ,  15.15K   ↑   29.2% ,2.61
487, 487   ↑   4  ,   PlayStation ,  Gaming  , 12.3M ↑  0.8% ,  92.32K    ↓     4.1% ,3.34
488, 488     ↓    2  ,   CalvinHarrisVEVO ,  Music  , 12.2M   -   ,  1.66M   ↑   1.4% ,2.37
489, 489   ↑   8  ,   Marques Brownlee ,  Science & Technology  , 12.2M ↑  0.8% ,  2.9M    ↓     1.1% ,4.74
490, 490   ↑   3  ,   Talking Tom and Friends ,  Film & Animation  , 12.2M   -   ,  9.79M   ↑   2.8% ,4.5
491, 491   ↑   9  ,   zayn ,  Music  , 12.2M ↑  1.7% ,  5.85M   ↑   1.1% ,1.12
492, 492     ↓    2  ,   ChrisBrownVEVO ,  Music  , 12.2M   -   ,  18.28M   ↑   3.1% ,3.96
493, 493     ↓    4  ,   Blossom ,  Howto & Style  , 12.2M   -   ,  1.5M    ↓     17.9% ,2.65
494, 494     ↓    2  ,   CaseyNeistat ,  People & Blogs  , 12.2M   -   ,  2.55M    ↓     5% ,3.53
495, 495     ↓    7  ,   TazerCraft ,  Gaming  , 12.2M   -   ,  504.77K    ↓     8.8% ,3.04
496, 496     ↓    2  ,   Genierock ,  Music  , 12.2M   -   ,  1.77M   ↑   34.9% ,3.83
497, 497   ↑   1  ,   شبكة العاب العرب | Arab Games Network ,  Gaming  , 12.2M ↑  0.8% ,  827.11K    ↓     5.1% ,3.92
498, 498   ↑   8  ,   Shemaroo Movies ,  Film & Animation  , 12.1M ↑  0.8% ,  526.67K    ↓     5.1% ,3.77
499, 499     ↓    3  ,   Vete a la Versh ,  Comedy  , 12.1M   -   ,  1.56M    ↓     7% ,2.54
500, 500     ↓    1  ,   zbing z. ,  Gaming  , 12.1M ↑  0.8% ,  911.12K    ↓     2% ,3.62
501, 501   ↑   8  ,   Kerajinan 5-Menit ,  Howto & Style  , 12.1M ↑  0.8% ,  579.26K   ↑   21.5% ,3.34
502, 502     ↓    7  ,   NORMAN FAIT DES VIDÉOS ,  Comedy  , 12.1M   -   ,  5.95M   ↑   0.2% ,0.93
503, 503     ↓    2  ,   Surya Citra Televisi (SCTV) ,  Entertainment  , 12.1M ↑  0.8% ,  80.82K   ↑   11.2% ,3.92
504, 504   ↑   4  ,   Goldmines Dishoom ,  Film & Animation  , 12.1M ↑  0.8% ,  126.48K    ↓     44.1% ,3.08
505, 505     ↓    2  ,   Tfue ,  Gaming  , 12M   -   ,  1.51M   ↑   1.6% ,3.27
506, 506     ↓    2  ,   YOLO ,  Comedy  , 12M   -   ,  4.65M   ↑   0.4% ,3.84
507, 507     ↓    5  ,   キッズライン♡Kids Line ,  Entertainment  , 12M   -   ,  56.18K   ↑   7.3% ,2.94
508, 508     ↓    1  ,   Little Angel Español - Canciones Infantiles ,  Entertainment  , 12M   -   ,  2.88M    ↓     4.9% ,4.86
509, 509     ↓    4  ,   Mother Goose Club Playhouse ,  Education  , 12M   -   ,  1.05M   ↑   46% ,2.98
510, 510   ↑   3  ,   Niana Guerrero ,  Entertainment  , 12M ↑  0.8% ,  2.94M   ↑   2.4% ,4.38
511, 511   ↑   8  ,   Matt Steffanina ,  Entertainment  , 12M ↑  0.8% ,  665.13K   ↑   4.7% ,2.85
512, 512   ↑   5  ,   MiawAug ,  Gaming  , 12M ↑  0.8% ,  1.44M   ↑   11.9% ,3.87
513, 513   ↑   7  ,   Machinima , , 11.9M   -   ,  600K    -    ,0.91
514, 514   ↑   2  ,   Bela Bagunça ,  Entertainment  , 11.9M   -   ,  553.04K    ↓     7% ,3.01
515, 515   ↑   3  ,   FAP TV ,  Film & Animation  , 11.9M   -   ,  3.77M   ↑   1.3% ,4.59
516, 516   ↑   5  ,   Dave and Ava - Nursery Rhymes and Baby Songs ,  Education  , 11.9M ↑  0.9% ,  979.26K   ↑   1.8% ,3.37
517, 517     ↓    5  ,   theRadBrad ,  Gaming  , 11.9M   -   ,  265.29K    ↓     29.8% ,3.03
518, 518   ↑   6  ,   Трум Трум ,  Howto & Style  , 11.9M ↑  0.9% ,  1.21M   ↑   3.1% ,4.13
519, 519     ↓    4  ,   Linus Tech Tips ,  Science & Technology  , 11.9M   -   ,  1.47M    ↓     7.6% ,3.77
520, 520   ↑   5  ,   Wesley Safadão ,  Music  , 11.9M ↑  0.9% ,  5.84M   ↑   4.5% ,4.37
521, 521     ↓    11  ,   Its JoJo Siwa ,  Entertainment  , 11.9M   -   ,  880.33K   ↑   3.4% ,2.94
522, 522   ↑   11  ,   Kids Play ,  Entertainment  , 11.9M ↑  1.7% ,  1.04M    ↓     8.1% ,4.13
523, 523     ↓    12  ,   Bie The Ska ,  Entertainment  , 11.9M   -   ,  1.24M    ↓     5.5% ,3.53
524, 524   ↑   8  ,   Les' Copaque Production ,  Entertainment  , 11.8M ↑  0.9% ,  4.95M   ↑   6.8% ,4.43
525, 525   ↑   4  ,   The Shiny Peanut ,  Entertainment  , 11.8M ↑  0.9% ,  140.31K   ↑   11.2% ,3.21
526, 526     -   ,   Deddy Corbuzier ,  Entertainment  , 11.8M ↑  0.9% ,  3.93M    ↓     2.1% ,5
527, 527     -   ,   TRANS TV Official ,  Entertainment  , 11.8M ↑  0.9% ,  6.58K   ↑   154.6% ,3.86
528, 528     ↓    5  ,   The World Adventures हिन्दी ,  People & Blogs  , 11.8M   -   ,  721.67K   ↑   15.2% ,3.41
529, 529     ↓    7  ,   dangmattsmith ,  Gaming  , 11.8M   -   ,  307.08K    ↓     7.8% ,2.87
530, 530     ↓    2  ,   Vijay Television ,  Entertainment  , 11.8M ↑  0.9% ,  1.03M   ↑   24.8% ,3.42
531, 531     ↓    17  ,   Ami Rodriguez ,  Entertainment  , 11.7M   ↓   1.7% ,  3.26M    -    ,4.1
532, 532     ↓    2  ,   Dani Russo Tv ,  Entertainment  , 11.7M   -   ,  514.08K   ↑   8.1% ,3.17
533, 533     ↓    2  ,   Online Job ,  Science & Technology  , 11.7M   -   ,  45.57K   ↑   29.2% ,2.91
534, 534   ↑   4  ,   ช่อง8 : ThaiCh8 ,  Entertainment  , 11.7M ↑  0.9% ,  35.85K    ↓     31.5% ,2.47
535, 535   ↑   6  ,   Atlantic Records ,  Music  , 11.6M ↑  0.9% ,  22.82K   ↑   3.9% ,2.67
536, 536   ↑   8  ,   melanie martinez ,  Music  , 11.6M ↑  0.9% ,  13.88M   ↑   6.3% ,1.08
537, 537     -   ,   infobells ,  Education  , 11.6M   -   ,  427.31K    ↓     0.5% ,2.52
538, 538     ↓    2  ,   ★ Kids Roma Show ,  Entertainment  , 11.6M   -   ,  14.18M   ↑   0.6% ,0.95
539, 539     ↓    5  ,   JesseAndMike ,  Entertainment  , 11.6M   -   ,  1.27M    ↓     11% ,2.69
540, 540     -   ,   ChainsmokersVEVO ,  Music  , 11.6M   -   ,  2.35M   ↑   0.9% ,0.94
541, 541     ↓    6  ,   EU FICO LOKO ,  Entertainment  , 11.6M   -   ,  308.14K   ↑   7.7% ,2.97
542, 542   ↑   6  ,   Dyland PROS ,  Gaming  , 11.6M ↑  1.8% ,  1.14M   ↑   27.8% ,3.56
543, 543     ↓    4  ,   Pop Chartbusters ,  Music  , 11.6M   -   ,  129.48K   ↑   1.5% ,2.72
544, 544   ↑   1  ,   etvteluguindia ,  Entertainment  , 11.6M ↑  0.9% ,  27.75K    ↓     63.8% ,4.6
545, 545   ↑   1  ,   Wassabi ,  Entertainment  , 11.5M   -   ,  327.38K    ↓     11.3% ,2.66
546, 546   ↑   1  ,   Jason Vlogs ,  People & Blogs  , 11.5M ↑  0.9% ,  587.26K   ↑   10.2% ,3.28
547, 547     ↓    5  ,   Kiddiestv Hindi ,  Education  , 11.5M   -   ,  3.95M    ↓     11.2% ,2.67
548, 548   ↑   8  ,   SonyMusicSouthVEVO ,  Music  , 11.5M ↑  0.9% ,  283.66K    ↓     23.3% ,1.48
549, 549     ↓    6  ,   DemiLovatoVEVO ,  Music  , 11.5M   -   ,  11.83M   ↑   0.1% ,1.74
550, 550   ↑   2  ,   And TV ,  Entertainment  , 11.5M ↑  0.9% ,  335.81K   ↑   4.5% ,2.85
551, 551     ↓    1  ,   #Refúgio Mental ,  Entertainment  , 11.5M ↑  0.9% ,  612.74K    ↓     1.6% ,2.86
552, 552   ↑   3  ,   Tiana ,  Gaming  , 11.4M   -   ,  255.53K    ↓     8% ,2.89
553, 553   ↑   12  ,   LetsGoMartin- Canciones Infantiles ,  Entertainment  , 11.4M ↑  0.9% ,  537.69K   ↑   0.5% ,2.48
554, 554     ↓    1  ,   SriBalajiMovies ,  Entertainment  , 11.4M   -   ,  15.11K   ↑   89.2% ,3.09
555, 555   ↑   14  ,   Vlad and Niki Arabic ,  Entertainment  , 11.4M ↑  0.9% ,  4.87M   ↑   22.1% ,4.55
556, 556     ↓    5  ,   FunToys Collector Disney Toys Review ,  Entertainment  , 11.4M   -   ,  97.17K   ↑   0.8% ,0.76
557, 557   ↑   5  ,   elliegoulding ,  Music  , 11.4M ↑  0.9% ,  808.35K   ↑   0.9% ,1.11
558, 558     ↓    9  ,   CrashCourse ,  Education  , 11.4M   -   ,  125.42K    ↓     9.5% ,2.6
559, 559     ↓    2  ,   CrazyRussianHacker ,  Science & Technology  , 11.4M   -   ,  169.72K   ↑   11.4% ,2.63
560, 560     ↓    6  ,   MrGear ,  Entertainment  , 11.4M   -   ,  3.41M   ↑   2.9% ,2.37
561, 561     ↓    3  ,   DALLMYD ,  Sports  , 11.3M   -   ,  1.98M    ↓     5.7% ,3.99
562, 562   ↑   5  ,   La Rosa de Guadalupe ,  Entertainment  , 11.3M   -   ,  368.7K    ↓     5.9% ,3.25
563, 563     ↓    3  ,   MyLifeAsEva ,  Howto & Style  , 11.3M   -   ,  2.59M   ↑   0.2% ,2.4
564, 564     ↓    1  ,   Sky Does Everything ,  Gaming  , 11.3M   -   ,  66.75K   ↑   0.6% ,1.56
565, 565     ↓    6  ,   Meghan Trainor ,  People & Blogs  , 11.3M   -   ,  151.95K   ↑   0.5% ,2.24
566, 566     ↓    5  ,   Morgz ,  Entertainment  , 11.3M   -   ,  1.93M    ↓     1.4% ,3.67
567, 567     ↓    3  ,   ExpCaseros ,  Howto & Style  , 11.3M   -   ,  529.42K    ↓     0.3% ,2.84
568, 568     -   ,   Maya and Mary [EN] ,  Music  , 11.3M   -   ,  296.23K   ↑   34.3% ,3.95
569, 569     ↓    3  ,   twenty one pilots ,  Music  , 11.3M   -   ,  20.23M   ↑   1.2% ,1
570, 570   ↑   5  ,   Gibby :) ,  People & Blogs  , 11.3M ↑  0.9% ,  6.82M    ↓     0% ,2.17
571, 571   ↑   3  ,   Dudu Moura ,  Entertainment  , 11.2M   -   ,  18.69M    ↓     2.2% ,4.4
572, 572   ↑   1  ,   Little Baby Bum en Español ,  Education  , 11.2M   -   ,  93.04K   ↑   3.9% ,2.45
573, 573   ↑   8  ,   AMARIN TVHD ,  News & Politics  , 11.2M ↑  0.9% ,  31.83K   ↑   41.2% ,2.84
574, 574     ↓    4  ,   Zoella ,  Howto & Style  , 11.2M   -   ,  1.42M   ↑   0.1% ,0.91
575, 575     ↓    3  ,   Adexe & Nau ,  Music  , 11.2M   -   ,  351.79K    ↓     36.5% ,2.77
576, 576     ↓    5  ,   Health Time ,  People & Blogs  , 11.2M   -   ,  37.82K   ↑   2.3% ,2.79
577, 577   ↑   3  ,   Mis Pastelitos ,  Howto & Style  , 11.1M   -   ,  2.51M    ↓     6.7% ,4.77
578, 578     ↓    1  ,   Ja Mill ,  Entertainment  , 11.1M   -   ,  2.72M    ↓     3% ,4.56
579, 579   ↑   3  ,   Conor Maynard ,  Music  , 11.1M   -   ,  11.63M   ↑   1.2% ,1.59
580, 580   ↑   9  ,   Mohamed Ramadan I محمد رمضان ,  Entertainment  , 11.1M ↑  0.9% ,  6.76M   ↑   4% ,4.46
581, 581     ↓    2  ,   It's Mamix ,  People & Blogs  , 11.1M   -   ,  10.42M   ↑   0.3% ,0.89
582, 582     ↓    6  ,   Ya - Alisa ,  Entertainment  , 11.1M   -   ,  437.5K   ↑   0.6% ,1.23
583, 583   ↑   7  ,   Gallina Pintadita ,  Film & Animation  , 11.1M ↑  0.9% ,  48.58M    ↓     6.8% ,2.13
584, 584     ↓    6  ,   Nao FunFun ,  Entertainment  , 11.1M   -   ,  19.51K    ↓     3.4% ,2.4
585, 585   ↑   19  ,   Like Nastya PRT ,  Entertainment  , 11.1M ↑  1.8% ,  4.08M    ↓     12.7% ,4.88
586, 586   ↑   15  ,   Daftar Populer ,  Entertainment  , 11.1M ↑  1.8% ,  451.22K    ↓     24.6% ,3.48
587, 587     ↓    3  ,   luzugames ,  Gaming  , 11M   -   ,  432.15K   ↑   0.7% ,2.92
588, 588   ↑   3  ,   Team Films Bhojpuri ,  Music  , 11M   -   ,  341.13K   ↑   117.4% ,2.92
589, 589     ↓    3  ,   Telemundo ,  Entertainment  , 11M   -   ,  1.27K    ↓     83.6% ,2.5
590, 590   ↑   5  ,   Neha Kakkar ,  Music  , 11M ↑  0.9% ,  20.72M   ↑   0.9% ,2.85
591, 591     ↓    3  ,   AviciiOfficialVEVO ,  Music  , 11M   -   ,  3.96M   ↑   0.9% ,0.96
592, 592   ↑   4  ,   Doc Tops ,  Entertainment  , 11M ↑  0.9% ,  1.67M    ↓     3.5% ,3.66
593, 593   ↑   1  ,   Saad Lamjarred | سعد لمجرد ,  Music  , 11M ↑  0.9% ,  16.24M    ↓     26.8% ,2.88
594, 594   ↑   9  ,   BabyBus - Cerita & Lagu Anak-anak ,  Education  , 11M ↑  0.9% ,  2.97M    ↓     8.9% ,4.85
595, 595     ↓    10  ,   Talking Angela ,  Entertainment  , 11M   -   ,  7.05M   ↑   0.9% ,3.65
596, 596     ↓    4  ,   Dolan Twins ,  Comedy  , 11M   -   ,  3.94M    ↓     9.6% ,4.52
597, 597   ↑   2  ,   Kinder Spielzeug Kanal ,  Entertainment  , 11M ↑  0.9% ,  1.69M   ↑   20.3% ,2.49
598, 598     ↓    15  ,   Baby Big Mouth ,  Entertainment  , 11M   -   ,  9.52K    ↓     23.5% ,2.06
599, 599     ↓    12  ,   Juliana Baltar ,  Entertainment  , 11M   -   ,  464.05K    ↓     3.3% ,2.96
600, 600   ↑   2  ,   MK MUSIC ,  Music  , 11M ↑  0.9% ,  85.83K    ↓     51.1% ,3.06
601, 601     ↓    3  ,   ShawnMendesVEVO ,  Music  , 10.9M   -   ,  61.2M    ↓     4.3% ,0.94
602, 602     ↓    6  ,   Miranda Sings ,  Comedy  , 10.9M   -   ,  802.62K   ↑   4% ,2.88
603, 603   ↑   6  ,   T3ddy ,  People & Blogs  , 10.9M ↑  0.9% ,  734.32K   ↑   8% ,3.25
604, 604   ↑   4  ,   PowerKids TV ,  Film & Animation  , 10.9M ↑  0.9% ,  450K   ↑   1.1% ,3.7
605, 605     ↓    12  ,   Ch7HD ,  Entertainment  , 10.9M   -   ,  28.11K   ↑   10.5% ,2.66
606, 606     ↓    7  ,   CaptainSparklez ,  Gaming  , 10.9M   -   ,  228.54K    ↓     1.6% ,2.76
607, 607     ↓    1  ,   GMM25Thailand ,  Entertainment  , 10.9M ↑  0.9% ,  27.39K   ↑   25.2% ,3.04
608, 608   ↑   3  ,   5incominutos ,  Entertainment  , 10.8M   -   ,  1M   ↑   0.1% ,1.84
609, 609     ↓    2  ,   Emily Tube ,  Entertainment  , 10.8M   -   ,  72.14K   ↑   1.1% ,2.31
610, 610   ↑   2  ,   O Que Não Dizer Oficial ,  Entertainment  , 10.8M   -   ,  1.39M    ↓     0.6% ,3.71
611, 611   ↑   3  ,   ElTrollino ,  Gaming  , 10.8M ↑  0.9% ,  5.36M    ↓     5.1% ,5
612, 612   ↑   5  ,   CNN ,  News & Politics  , 10.8M ↑  0.9% ,  877.39K   ↑   172.7% ,2.23
613, 613     ↓    8  ,   ATHLEAN-X™ ,  Howto & Style  , 10.8M   -   ,  824.02K    ↓     7.7% ,3.03
614, 614     ↓    4  ,   TheWeekndVEVO ,  Music  , 10.8M   -   ,  16.85M   ↑   3% ,3.85
615, 615     ↓    2  ,   DaniRep | +6 Vídeos Diarios De GTA 5 Online! ,  Gaming  , 10.7M   -   ,  394.34K    ↓     7.7% ,3.16
616, 616   ↑   26  ,   NOBRU ,  Gaming  , 10.7M ↑  1.9% ,  2.18M    ↓     3.8% ,4.26
617, 617     ↓    2  ,   Anaysa ,  Howto & Style  , 10.7M   -   ,  3.63M    ↓     1.1% ,4.69
618, 618     -   ,   Galo Frito ,  Comedy  , 10.7M   -   ,  897.01K   ↑   1.7% ,2.3
619, 619     ↓    3  ,   As/Is ,  People & Blogs  , 10.7M   -   ,  162.07K    ↓     18.6% ,2.72
620, 620   ↑   12  ,   Arif muhammad ,  Comedy  , 10.6M ↑  0.9% ,  3.06M    ↓     2.7% ,4.75
621, 621   ↑   8  ,   TV Ana Emilia ,  Entertainment  , 10.6M ↑  0.9% ,  5.89M   ↑   1.5% ,4.76
622, 622     ↓    2  ,   RiceGum ,  Entertainment  , 10.6M   -   ,  2.51M   ↑   0.2% ,1.77
623, 623   ↑   4  ,   Viih Tube ,  Entertainment  , 10.6M   -   ,  377.86K   ↑   2.9% ,3.08
624, 624   ↑   11  ,   RedeTV ,  Entertainment  , 10.6M ↑  0.9% ,  3.92K    ↓     48.7% ,2.18
625, 625     ↓    4  ,   colinfurze ,  Entertainment  , 10.6M   -   ,  4.52M   ↑   0.2% ,3.04
626, 626     ↓    3  ,"   SaraBeautyCorner - DIY, Comedy, Makeup, Nail Art ",  Howto & Style  , 10.6M   -   ,  41.09M   ↑   0.1% ,0.93
627, 627     ↓    2  ,   Jesse ,  Comedy  , 10.6M   -   ,  1.99M   ↑   0.4% ,2.18
628, 628     ↓    2  ,   Coisa de Nerd ,  Science & Technology  , 10.6M   -   ,  1.27M    ↓     0.5% ,3.39
629, 629   ↑   26  ,   Dream ,  Gaming  , 10.6M ↑  1.9% ,  14.76M   ↑   1.3% ,4.7
630, 630   ↑   8  ,   ExplosmEntertainment ,  Comedy  , 10.6M ↑  0.9% ,  510.14K   ↑   0.2% ,2.85
631, 631   ↑   3  ,   HAR PAL GEO ,  Entertainment  , 10.6M ↑  0.9% ,  130.38K   ↑   1420.8% ,4.75
632, 632     ↓    13  ,   NMF News ,  News & Politics  , 10.6M   -   ,  3.53K    ↓     67.7% ,2.65
633, 633     ↓    9  ,   fouseyTUBE ,  Entertainment  , 10.6M   -   ,  647.07K   ↑   0.4% ,2.37
634, 634     ↓    12  ,   Naz | ناز ,  People & Blogs  , 10.6M   -   ,  554.48K   ↑   9.8% ,3.28
635, 635   ↑   2  ,   gymvirtual ,  Sports  , 10.5M   -   ,  251.74K    ↓     0.8% ,3.13
636, 636     ↓    8  ,   BCC Trolling ,  Gaming  , 10.5M   -   ,  498.61K    ↓     5.8% ,3.05
637, 637   ↑   17  ,   Troom Troom PT ,  Howto & Style  , 10.5M ↑  1% ,  814.18K   ↑   40.6% ,3.76
638, 638     ↓    7  ,   RomanAtwood ,  Entertainment  , 10.5M   -   ,  19.01M   ↑   0% ,0.88
639, 639     ↓    9  ,   AdamThomasMoran ,  Comedy  , 10.5M   -   ,  1.11M    ↓     3.4% ,3.27
640, 640     ↓    1  ,   Migos ATL ,  Music  , 10.5M   -   ,  74.98M   ↑   0.3% ,0.96
641, 641     ↓    5  ,   CNCO ,  Music  , 10.5M   -   ,  2.07M    ↓     0.9% ,2.09
642, 642   ↑   9  ,   Ninja Kidz TV ,  Entertainment  , 10.5M ↑  1% ,  6.45M   ↑   5.3% ,4.56
643, 643     -   ,   5-Minute Crafts FAMILY ,  Howto & Style  , 10.5M   -   ,  130.91K    ↓     8.9% ,3.07
644, 644     ↓    4  ,   Mejores Juguetes ,  Entertainment  , 10.5M   -   ,  200.62K   ↑   4% ,0.93
645, 645     ↓    1  ,   Vania Mania Kids ,  Education  , 10.5M ↑  1% ,  2.19M   ↑   1.9% ,4.67
646, 646     ↓    13  ,   Juanpa Zurita ,  Comedy  , 10.5M   -   ,  2.53M   ↑   0.3% ,3.05
647, 647   ↑   2  ,   Ei Nerd ,  Entertainment  , 10.5M ↑  1% ,  237.01K    ↓     14% ,3.36
648, 648     ↓    7  ,   Just For Laughs Gags ,  Comedy  , 10.5M   -   ,  301.44K   ↑   1.9% ,2.65
649, 649   ↑   1  ,   Lulu99 ,  Entertainment  , 10.5M ↑  1% ,  3.39M   ↑   6.8% ,4.83
650, 650     ↓    3  ,   Harsh Beniwal ,  Comedy  , 10.5M ↑  1% ,  15.84M   ↑   3% ,4.23
651, 651   ↑   5  ,   Vlad and Niki IDN ,  Entertainment  , 10.5M ↑  1% ,  4.41M    ↓     13.5% ,4.65
652, 652   ↑   1  ,   JJ Olatunji ,  Entertainment  , 10.5M ↑  1% ,  4.21M   ↑   1.3% ,4.87
653, 653   ↑   4  ,   NishaMadhulika ,  Howto & Style  , 10.4M ↑  1% ,  366.07K    ↓     1.9% ,2.9
654, 654     ↓    2  ,   Saturday Night Live ,  Entertainment  , 10.4M   -   ,  554.56K    ↓     3.6% ,1.17
655, 655   ↑   20  ,   Zuni and Family ,  People & Blogs  , 10.4M ↑  2% ,  13M   ↑   2.4% ,1.8
656, 656     ↓    11  ,   RCTI - LAYAR DRAMA INDONESIA ,  Entertainment  , 10.4M   -   ,  18.27K   ↑   73.9% ,2.79
657, 657     ↓    11  ,   Annoying Orange ,  Entertainment  , 10.4M   -   ,  335.92K    ↓     21.3% ,2.75
658, 658     ↓    10  ,   HUM TV ,  Entertainment  , 10.4M   -   ,  181.25K   ↑   55.7% ,4.62
659, 659   ↑   6  ,   Jazzghost ,  Gaming  , 10.4M ↑  1% ,  531.21K   ↑   1.2% ,3.18
660, 660     ↓    2  ,   Área Secreta ,  People & Blogs  , 10.3M   -   ,  535.89K   ↑   1.9% ,2.9
661, 661   ↑   1  ,   Tanner Fox ,  Entertainment  , 10.3M   -   ,  802.6K    ↓     0.3% ,3.05
662, 662     ↓    3  ,   Avril Lavigne ,  Music  , 10.3M   -   ,  6.66M   ↑   0.5% ,0.99
663, 663     -   ,   ABS-CBN News ,  News & Politics  , 10.3M   -   ,  21.87K   ↑   225.5% ,2.22
664, 664   ↑   8  ,   FC Barcelona ,  Sports  , 10.3M ↑  1% ,  463.51K    ↓     42.8% ,3.41
665, 665     ↓    5  ,   Primitive Technology ,  People & Blogs  , 10.3M   -   ,  11.62M   ↑   0.3% ,0.82
666, 666     ↓    2  ,   OficialHungria ,  Music  , 10.3M   -   ,  35.63M   ↑   1.9% ,4.62
667, 667     ↓    6  ,   MileyCyrusVEVO ,  Music  , 10.3M   -   ,  12.43M   ↑   2.6% ,3.98
668, 668   ↑   6  ,   SUPER SLICK SLIME SAM ,  Entertainment  , 10.3M ↑  1% ,  1.26M    ↓     6.8% ,4.11
669, 669     ↓    3  ,   Lokdhun Punjabi ,  Music  , 10.2M   -   ,  2.09M   ↑   1% ,3.83
